"1178914"	"369900"	"House"	"Freehold"	"2376"	"1"	"3"	"3"	"1"	"12 Point Verde Place"	"A1E5X1"	"-52.762784"	"47.535472"	"37 x 130 x 92 x 79 x 128"	""	""	""	""	""	""	"37 X 130 X 92 X 79 X 128|7,251 - 10,889 sqft"	"https://www.realtor.ca//Residential/Single-Family/19648207/12-POINT-VERDE-Place-ST-JOHNS-Newfoundland-Labrador-A1E5X1"
"1178917"	"332900"	"House"	"Freehold"	"1773"	"1"	"3"	"3"	0	"9 Pretty Place"	"A1L3H5"	"-52.893824"	"47.548301"	"259 x 98"	"Attached garage"	""	""	""	""	""	"259x98|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19648205/9-Pretty-Place-Paradise-Newfoundland-Labrador-A1L3H5"
"1170814"	"369000"	"House"	"Freehold"	"3000"	"1"	"4"	"3"	0	"4 Sailview Place"	"A1W5T6"	"-52.939292"	"47.52821"	"50 x 110"	"Attached garage"	""	"Detached garage"	""	""	""	"50x110|7,251 - 10,889 sqft"	"https://www.realtor.ca//Residential/Single-Family/19127452/4-Sailview-Place-Conception-Bay-South-Newfoundland-Labrador-A1W5T6"
"1170883"	"279900"	"House"		"2104"	"1"	"3"	"4"	0	"5 Aspenwood Place"	"A1N3K7"	"-52.80178"	"47.534343"	"62 x 105"	""	""	""	""	""	""	"62X105|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19646318/5-Aspenwood-Place-Mount-Pearl-Newfoundland-Labrador-A1N3K7"
"1172852"	"379900"	"House"	"Freehold"	"3300"	"1"	"5"	"3"	0	"21 Lodge Road"	"A1X2G7"	"-52.985461"	"47.512238"	"50 x 140"	""	""	""	""	""	""	"50x140|4,051 - 7,250 sqft"	"https://www.realtor.ca//Residential/Single-Family/19224441/21-Lodge-Road-CONCEPTION-BAY-SOUTH-Newfoundland-Labrador-A1X2G7"
"1174404"	"335000"	"House"	"Freehold"	"2994"	"2"	"4"	"4"	0	"22 Meadow Heights"	"A1M3B6"	"-52.826412"	"47.610496"	"0.8946 acres"	""	""	""	""	""	""	"0.8946 ACRES|.5 - 9.99 acres"	"https://www.realtor.ca//Residential/Single-Family/19646312/22-Meadow-Heights-Portugal-Cove-Newfoundland-Labrador-A1M3B6"
"1174904"	"289900"	"House"	"Freehold"	"1830"	"1"	"3"	"2"	"1"	"23 Markland Street"	"A1E4A8"	"-52.774916"	"47.528106"	""	""	""	""	""	""	""	"47X107 69X100|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19411475/23-Markland-Street-St-Johns-Newfoundland-Labrador-A1E4A8"
"1175413"	"349900"	"House"	"Freehold"	"2528"	"1"	"2"	"3"	"2"	"39 Carlton Drive"	"A1N2X4"	"-52.807335"	"47.511963"	"70 x 118"	"Detached garage"	""	""	""	""	""	"70x118|.5 - 9.99 acres"	"https://www.realtor.ca//Residential/Single-Family/19447814/39-Carlton-Drive-Mt-Pearl-Newfoundland-Labrador-A1N2X4"
"1175442"	"379900"	"House"	"Freehold"	"2230"	"1"	"3"	"3"	"1"	"19 Yellowwood Drive"	"A1L3M2"	"-52.8590633"	"47.5283446"	"54 x 98.4"	"Attached garage"	""	""	""	""	""	"54x98.4|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19448925/19-Yellowwood-Drive-Paradise-Newfoundland-Labrador-A1L3M2"
"1178571"	"399900"	"House"		"2831"	"1"	"2"	"3"	0	"91 Three Island Pond Road"	"A1L2B4"	"-52.896351"	"47.51421"	"1.221 acres"	""	""	""	""	""	""	"1.221 acres|1 - 3 acres"	"https://www.realtor.ca//Residential/Single-Family/19623329/91-Three-Island-Pond-Road-Paradise-Newfoundland-Labrador-A1L2B4"
"1178812"	"309000"	"House"	"Freehold"	"2000"	"1"	"2"	"4"	0	"4 Mcgrath Crescent"	"A1N4H3"	"-52.824481"	"47.514905"	"42 x 100"	""	""	""	""	""	""	"42 x 100|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19646309/4-McGrath-Crescent-Mount-Pearl-Newfoundland-Labrador-A1N4H3"
"1178843"	"343900"	"House"	"Freehold"	"2453"	"2"	"3"	"3"	0	"13 Dunrobin Street"	"A1N0E5"	"-52.80382"	"47.533379"	"50 x 100"	"Detached garage"	""	""	""	""	""	"50x100|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19646305/13-Dunrobin-Street-Mount-Pearl-Newfoundland-Labrador-A1N0E5"
"1178845"	"285000"	"House"		"1860"	"1"	"2"	"2"	0	"8 Argus Place"	"A1A5N2"	"-52.742804"	"47.60297"	"52 x 93"	""	""	""	""	""	""	"52x93|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19646304/8-Argus-Place-St-Johns-Newfoundland-Labrador-A1A5N2"
"1178863"	"349900"	"House"	"Freehold"	"2958"	"2"	"3"	"4"	0	"39 Jasper Street"	"A1A4B5"	"-52.714729"	"47.597631"	"54 x 104"	""	""	""	""	""	""	"54x104|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19646294/39-Jasper-Street-St-Johns-Newfoundland-Labrador-A1A4B5"
